id_del_proceso,referencia_del_proceso,entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,modalidad_corta,tipo_de_contrato,nombre_del_procedimiento,fecha_de_publicacion_del,fecha_adjudicacion,anio_adjudicacion,precio_base,valor_total_adjudicacion,respuestas_al_procedimiento,proveedores_unicos_con,proveedores_invitados,rango_oferentes,baja_competencia,nombre_del_proveedor,nit_del_proveedor_adjudicado,departamento_proveedor,ciudad_proveedor,estado_del_procedimiento,estado_resumen
CO1.REQ.5154156,LP-023-2023-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,INSUMOS MÈDICO QUIRÙRGICOS - VF (Presentación de oferta),2023-10-17,2023-12-06,2023.0,73962028000,203900000,42,41,0,6+ oferentes,0,EDWARDS LIFESCIENCES COLOMBIA SAS,900618831,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.5156255,CMA-MC-17692-MC-194-2023,INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA,890980134,Antioquia,Medellín,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,CMA-MC-17692-MC-194-2023,2023-10-11,2023-10-24,2023.0,25442350,21747250,4,4,0,2-5 oferentes,0,PROMOARTICULOS,900334037,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.373589,SMC 021-2018 HOSMIL (STREAMING),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATAR LA PRESTACIÓN DEL SERVICIO DE TRANSMISIÓN EN VIVO Y EN DIRECTO VÍA STREAMING DE LA AUDIENCIA PÚBLICA DE RENDICIÓN DE CUENTAS DEL HOSPITAL MILITAR CENTRAL,2018-03-02,2018-03-16,2018.0,0,1983200,2,2,0,2-5 oferentes,0,ORGANIZACION AXON360 SAS,No Definido,Cundinamarca,No Definido,Seleccionado,Adjudicado
CO1.REQ.7269864,IPMC-031-2024,MUNICIPIO DE COGUA,899999466,Cundinamarca,Cogua,Territorial,Mínima cuantía,Mínima Cuantía,Compraventa,COMPRA,2024-12-04,2024-12-12,2024.0,29835978,29792840,2,2,0,2-5 oferentes,0,TAPS QUIMICA SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.6972388,PSA-UNP-086-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),UNP,900475780,Distrito Capital de Bogotá,Bogotá,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Obra,MANTENIMIENTO SEDES UNP (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2024-10-08,2024-10-30,2024.0,1300000000,1300000000,10,10,114,6+ oferentes,0,CONSORCIO CONSTRUBASES 2024,901886041,No Definido,Bogotá,Seleccionado,Adjudicado
CO1.REQ.5291083,SGO-SASI-.417-2023 (Presentación de oferta),DEPARTAMENTO DE CUNDINAMARCA -SECRETARIA DE GOBIERNO,899999114,Distrito Capital de Bogotá,No Definido,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,ADQUISICIÓN DE UN (1) DRON; UN (1) TELÉFONO SATELITAL; CINCUENTA (50) GPS; OCHENTA (80) KIT DE RESCATE VERTICAL; DOS (02) CUATRIMOTOS Y DIEZ (10) MOTOS PARA EL FORTALECIMIENTO DEL CUERPO DE BOMBEROS D,2023-11-16,2023-12-01,2023.0,905867287,239000000,4,4,0,2-5 oferentes,0,SUPERMOTOS MyM,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.9043185,DAPRE-CIACIESNA-2025,DAPRE,899999083,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,ASOCIACIÓN DE CABILDOS INDÍGENAS EPERARA SIAPIDARA DE NARIÑO-ACIESNA,2025-10-07,2025-10-08,2025.0,200000000,200000000,1,0,732,1 oferente,1,ACIESNA,840000361,Nariño,Tumaco,Seleccionado,Adjudicado
CO1.REQ.9240636,330COGFM DIADF 2025,COMANDO GENERAL DE LAS FUERZAS MILITARES,800230729,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,El suministro de alimento completo para los semovientes caninos asignados al grupo de seguridad (GSECO),2025-11-11,2025-12-02,2025.0,76446849,76446849,3,3,0,2-5 oferentes,0,CLINICA VETERINARIA JUPITER SAS,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.2466189,PN MEMAZ MIC 052 2021,POLICÍA METROPOLITANA DE MANIZALES,900805219,Caldas,Manizales,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIO DE MANTENIMIENTO; RECARGA Y COMPRA DE EXTINTORES,2021-11-18,2021-12-02,2021.0,8893820,7953127,3,3,0,2-5 oferentes,0,COMPREBUCE S.A.S.,900984639,Antioquia,Medellín,Seleccionado,Adjudicado
CO1.REQ.1920958,SASI-012-013-2021 (Presentación de oferta),AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE GRANOS; ABARROTES; INSUMOS PARA PANADERÍA; AGUA; JUGOS; BEBIDAS GASEOSAS; REFRIGERIOS (Presentación de oferta),2021-03-24,2021-04-16,2021.0,298300000,78000000,2,2,0,2-5 oferentes,0,GRUPO EMPRESARIAL SUGA S.A.S,900870468,Valle del Cauca,No Definido,Seleccionado,Adjudicado
CO1.REQ.6476424,1.220.02-18.02-489-2024,GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,890399029,Valle del Cauca,Cali,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,CONVENIO INTERADMINISTRATIVO SUBSIDIO A LA OFERTA,2024-07-05,2024-07-08,2024.0,261525097,261525097,1,1,1,1 oferente,1,HOSPITAL SANTANDER ESE,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.8202650,PN RASES No 2 CD 034 2025,RASES - HUILA No.2,900419719,Huila,Neiva,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,PRESTACIÓN DE SERVICIOS DE SALUD HOSPITALARIOS; AMBULATORIOS Y DE URGENCIAS DE BAJA COMPLEJIDA,2025-05-05,2025-07-03,2025.0,61159000,10200000,10,10,252,6+ oferentes,0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,813007875,Huila,Guadalupe,Seleccionado,Adjudicado
CO1.REQ.8926608,MC-ATL-CNCA-0063-2025,SENA REGIONAL ATLANTICO Intercentros,899999034,Atlántico,Barranquilla,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,8_9207_536 CONTRATAR EL MANTENIMIENTO DE EQUIPOS DE FORMACIÓN DEL AREA DE SOLDADURA DEL CENTRO NACIONAL COLOMBO ALEMÁN PARA LA VIGENCIA 2025.,2025-09-23,2025-10-01,2025.0,39998280,39859050,2,2,0,2-5 oferentes,0,CENTRAL DE SOLDADURAS Y PROTECCIÓN INDUSTRIAL S.A,890110294,Atlántico,No Definido,Seleccionado,Adjudicado
CO1.REQ.4594021,OCA-SAMC-007-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DEL MUNICIPIO DE ACACIAS,892001457,Meta,Acacías,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Obra,OBRA PUBLICA (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2023-05-30,2023-06-20,2023.0,377899546,377899527,1,1,31,1 oferente,1,JPM PROYECTOS S.A.S,No Definido,Meta,Acacías,Seleccionado,Adjudicado
CO1.REQ.4285264,INVITACIÓN PÚBLICA No. 008 DEL 2023,ESE HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VALLE DE TENZA,900004894,Boyacá,Guateque,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,SUMINISTRO DE DISPOSITIVOS MEDICOS PARA EL HOSPITAL,2023-03-17,2023-04-06,2023.0,167250000,16139625,8,8,0,6+ oferentes,0,REM EQUIPOS INGENIERIA BIOMEDICA SAS,No Definido,Boyacá,Tunja,Seleccionado,Adjudicado
CO1.REQ.492587,IPMC-074-CAMIS-2018,COLONIA AGRICOLA ACACIAS,822001371,Meta,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,CONTRATAR EL SUMINISTRO DE KIT DE PELUQUERIA; MATERIALES Y SUMINISTROS,2018-07-17,2018-07-25,2018.0,9275000,1833120,7,7,0,6+ oferentes,0,SERVICIOS Y SUMINISTROS DEL META SAS,900625096,Meta,Villavicencio,Seleccionado,Adjudicado
CO1.REQ.5154156,LP-023-2023-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,INSUMOS MÈDICO QUIRÙRGICOS - VF (Presentación de oferta),2023-10-17,2023-12-06,2023.0,73962028000,241600000,42,41,0,6+ oferentes,0,BIOPLAST S.A.S,830040574,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.1299785,SASI-129-CENACAVIACION-2020 (Presentación de oferta),CENAC AVIACION,830039207,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,ADQUISICIÓN Y SUMINISTRO DE COMBUSTIBLE DE AVIACIÓN TIPO JET A-1 PARA LAS AERONAVES DEL EJÉRCITO NACIONAL; AERONAVES ESTATALES QUE POR INTERMEDIO DE COOPERACIÓNAI LO REQUIERAN Y AERONAVES CIVILES QUE,2020-05-21,2020-06-30,2020.0,8705687468,3185320,7,7,0,6+ oferentes,0,COMBUSTIBLES Y TRANSPORTES HERNANDEZ,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4889742,MC-RE-CO-0107-2023,"Ministerio de las Culturas, las Artes y los Saberes",830034348,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,Aunar recursos humanos; administrativos; financieros y de asistencia técnica para la recolección de insumos que aporten en la construcción de la Política Pública de Culturas y Vidas Campesinas,2023-08-03,2023-09-06,2023.0,600000000,858000000,3,3,0,2-5 oferentes,0,UT CAMINANDO EL FUTURO*,No Definido,No Definido,Neiva,Seleccionado,Adjudicado
CO1.REQ.2970255,PN ESVEL MIC 005-2022,ESCUELA DE CARABINEROS PROVINCIA DE VELEZ MAYOR GENERAL MANUEL JOSE LOPEZ GOMEZ,804003971,Santander,Vélez,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS PARA LA TOMA Y ANÁLISIS FÍSICO QUÍMICO Y MICROBIOLÓGICO DEL AGUA POTABLE Y AGUA RESIDUAL DE LA ESCUELA DE CARABINEROS PROVINCIA DE VÉLEZ  MAYOR GENERAL MANUEL JOSÉ LÓPEZ GÓMEZ,2022-04-05,2022-04-21,2022.0,16385370,9999570,6,6,0,6+ oferentes,0,CGA SAS,No Definido,Santander,Bucaramanga,Seleccionado,Adjudicado
CO1.REQ.2267532,MC-CLD-CAI-017-2021,SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,899999034,Caldas,Manizales,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,Materiales de Formación Tecnoacademia,2021-08-30,2021-09-14,2021.0,89883136,2287180,10,10,0,6+ oferentes,0,SOCIEDAD AGROPECOL DE COLOMBIA S.A.S,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.5154156,LP-023-2023-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,INSUMOS MÈDICO QUIRÙRGICOS - VF (Presentación de oferta),2023-10-17,2023-12-06,2023.0,73962028000,131368000,42,41,0,6+ oferentes,0,TM MEDICAS S.A.S,No Definido,Valle del Cauca,No Definido,Seleccionado,Adjudicado
CO1.REQ.652134,SDHT-MC-020-2018,SECRETARIA DISTRITAL DEL HABITAT-,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTAR MEDIANTE EL SISTEMA DE OUTSOURCING EL SERVICIO INTEGRAL DE FOTOCOPIADO Y SERVICIOS AFINES; A PRECIOS UNITARIOS PARA LA SECRETARÍA DISTRITAL DEL HÁBITAT.,2018-12-11,2018-12-24,2018.0,35155000,35155000,3,3,0,2-5 oferentes,0,SOLUTION COPY LTDA,830053669,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.3141253,SASI-DC-CMTC-046-2022 (Presentación de oferta),SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET,899999034,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,CONTRATAR LA COMPRA DE MATERIALES DE FORMACIÓN PARA GARANTIZAR LOS PROCESOS FORMATIVOS DE LOS PROGRAMAS EN CONFECCIÓN; DISEÑO; CALZADO Y MARROQUINERÍA DEL CENTRO DE MANUFACTURA EN TEXTIL Y CUERO (Pres,2022-07-22,2022-08-18,2022.0,312284702,22675462,8,4,0,6+ oferentes,0,COMERCIALIZADORA CDT SAS,809010652,Tolima,Ibagué,Seleccionado,Adjudicado
CO1.REQ.8040133,PN MEMAZ MIC 018 2025,POLICÍA METROPOLITANA DE MANIZALES,900805219,Caldas,Manizales,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE PRODUCTOS Y ELEMENTOS DE CONSUMO DE CAFETERÍA,2025-04-02,2025-04-22,2025.0,30863704,26505604,3,3,0,2-5 oferentes,0,SURTITIENDAS DE LA 11 SAS,830116721,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.2149555,ICBF-MC-009-2021SEN,ICBF SEDE NACIONAL,899999239,Distrito Capital de Bogotá,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTAR SERVICIOS DE INTERPRETACIÓN EN LENGUA DE SEÑAS A PERSONAS SORDAS O DE GUÍA INTÉRPRETE A PERSONAS SORDOCIEGAS; QUE SE INVOLUCREN EN PROCESOS ADMINISTRATIVOS DE RESTABLECIMIENTO DE DERECHOS - PA,2021-07-13,2021-07-30,2021.0,25000000,25000000,1,1,0,1 oferente,1,FEDERACION NACIONAL DE SORDOS DE COLOMBIA,860528224,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.5021187,UMV-SASI-010- 2023 (Presentación de oferta),UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,900127032,Distrito Capital de Bogotá,Bogotá,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,COMPRA DE MAQUINARIA Y EQUIPOS PARA LA EJECUCIÓN DE LAS INTERVENCIONES DE LA UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL; POR GRUPOS. PROYECTO 7858 METAS 1; 2; 4 y 5 (Present,2023-09-06,2023-09-28,2023.0,4629626946,1900000000,5,5,0,2-5 oferentes,0,CASATORO S.A.,830004993,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.9265627,25001451 H3,AEROCIVIL,899999059,Distrito Capital de Bogotá,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,53300C1695 PRESTAR LA LOGISTICA Y SERVICIOS NECESARIOS PARA LA IMPLEMENTACION DE ESTRATEGIAS SOCIALES; CULTURALES; DEPORTIVAS EN EL AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ DE BARRANQUILLA,2025-11-13,2025-12-01,2025.0,140000000,112114138,10,10,0,6+ oferentes,0,FUNDACION INTEGRAL PARA EL DESARROLLO COLOMBIANA,No Definido,Sucre,Sincelejo,Seleccionado,Adjudicado
CO1.REQ.9406916,GCSJ-MC-183-2025,DEPARTAMENTO DEL META,8920001488,Meta,Villavicencio,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE MEDICAMENTOS VETERINARIOS REQUERIDOS PARA EL DESARROLLO DE LAS ACTIVIDADES DE MANEJO Y CUIDADO PREVENTIVO DEL NÚCLEO DE GANADO DE RAZA SAN MARTINERA; UBICADO EN LA GRANJA IRACA DEL MUNI,2025-12-09,2025-12-12,2025.0,47128000,46764000,3,1,0,2-5 oferentes,0,U.T INSUMOS AGROVET,No Definido,No Definido,Villavicencio,Abierto,Fase de ofertas
CO1.REQ.6071806,SME-RE-55-2024,MUNICIPIO DE PEREIRA- OFICIAL,891480030,Risaralda,Pereira,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,CONVENIO DE ASOCIACION COMPETITIVO CENTRO VIDA,2024-04-15,2024-04-22,2024.0,5696869860,1893684178,3,3,0,2-5 oferentes,0,ASOCIACION CIUDAD FUTURO,900415283,Risaralda,Pereira,Seleccionado,Adjudicado
CO1.REQ.2355517,SASI-0011-SG-2021 (Presentación de oferta),INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,800150861,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE MATERIALES DE REFERENCIA PARA LOS LABORATORIOS DEL INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES A NIVEL NACIONAL (Presentación de oferta),2021-10-08,2021-11-10,2021.0,684603270,14275000,6,3,0,6+ oferentes,0,INNOVACION TECNOLOGICA S.A.S,830034462,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.322146,FDLSC-CPS-083-2018,ALCALDIA LOCAL DE SAN CRISTOBAL,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,PRESTAR SERVICIOS PROFESIONALES PARA APOYAR LA ORGANIZACIÓN Y DISPOSICION GENERAL DEL PARQUE AUTOMOTOR,2018-01-20,2018-01-24,2018.0,48400000,48400000,1,1,1,1 oferente,1,ALEXANDER RAMIREZ GRANADOS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.2482071,CAS-SS-MC-024-2021.,GOBERNACION DEL CASANARE,892099216,Casanare,Yopal,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,Desarrollar encuentros de participación y concertación de planes de acción interculturales en el marco del sistema integral de salud de los pueblos indígenas para el fomento de la autodeterminación y,2021-11-25,2021-12-01,2021.0,24567074,270237814,1,1,0,1 oferente,1,HABITSALUD AMBIENTES Y ENTORNOS SALUDABLES S.A.S,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4451436,4171.010.32.1.112-2023,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO,890399011,Valle del Cauca,Cali,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,Competencias laborales Victimas 2023,2023-04-28,2023-05-30,2023.0,615000000,707210000,1,1,0,1 oferente,1,CORPORACION DE DESARROLLO PRODUCTIVO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.363434,024-00-G-CACOM-4-GRUSE-2018,COMANDO AEREO DE COMBATE No. 4,800141632,Tolima,Melgar,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE TIQUETES TERRESTRES NACIONALES,2018-02-16,2018-03-06,2018.0,4650000,4650000,1,1,0,1 oferente,1,FLOTA LA MACARENA S.A,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1604378,083-MD-DIGSA-DISAN-HONAM-2020,ARMADA NACIONAL DE COLOMBIA DISPENSARIO MÉDICO NIVEL I BAHÍA MÁLAGA,901540793,Valle del Cauca,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS EN ATENCIÓN INTEGRAL POR OFTALMOLOGÍA; OTORRINOLARINGOLOGÍA Y OPTOMETRÍA,2020-11-12,2020-11-24,2020.0,30000000,30000000,1,1,0,1 oferente,1,INSTITUTO PARA NIÑOS CIEGOS Y SORDOS DEL VALLE DEL CAUCA,890303395,Valle del Cauca,Cali,Seleccionado,Adjudicado
CO1.REQ.5203344,MSPS-CD-1221-2023,MINSALUD,900474727,Distrito Capital de Bogotá,No Definido,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Compraventa,Adquisición de Talidomida 100 mg como medicamento de Salud Pública,2023-10-26,2023-10-26,2023.0,115542240,115542240,1,0,1,1 oferente,1,ADIUM S.A.S,800100610,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.5784169,051-MDN-DIGSA-DISAN-HONAC-ARC-2024 (Presentación de oferta),ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA,9015410214,Bolívar,Cartagena,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,MEDICO QUIRURGICO (Presentación de oferta),2024-02-16,2024-03-19,2024.0,931586000,50000000,18,16,0,6+ oferentes,0,Intercomercial Medica,No Definido,Valle del Cauca,Cali,Seleccionado,Adjudicado
CO1.REQ.921865,IDT-MC-014-2019,INSTITUTO DISTRITAL DE TURISMO,900140515,Distrito Capital de Bogotá,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Compraventa,ADQUISICIÓN DE LICENCIAS DE DISEÑO GRAFICO PARA LA CREACIÓN Y EDICIÓN DE LAS PIEZAS GRÁFICAS DEL INSTITUTO DISTRITAL DE TURISMO,2019-07-26,2019-08-12,2019.0,11952453,10318257,4,4,0,2-5 oferentes,0,XSYSTEM SAS,830044977,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4431739,MIC-SI-024-2023,GOBERNACION DE CALDAS,890801052,Caldas,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Consultoría,REALIZAR LOS ESTUDIOS DE CALIDAD DE AGUA; AIRE Y RUIDO AMBIENTAL PARA COMPLEMENTAR EL DOCUMENTO DE ESTUDIOS DE IMPACTO AMBIENTAL DEL PROYECTO VIA LA MANUELA AEROCAFE,2023-04-24,2023-05-10,2023.0,98530665,95046463,3,3,0,2-5 oferentes,0,GESTION & MEDIOAMBIENTE SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.823363,PN DIRAN SA 009 2019 (Presentación de oferta),DIRECCION DE ANTINARCOTICOS,800141379,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE COMBUSTIBLE DE AVIACIÓN PARA LAS AERONAVES DE LA POLICÍA NACIONAL O AL SERVICIO DE LA MISMA (Presentación de oferta),2019-03-27,2019-05-04,2019.0,7727777778,21717000,5,5,0,2-5 oferentes,0,ICARO DIECISIETE SAS,No Definido,No Definido,No Definido,Abierto,Adjudicado
CO1.REQ.9277157,SASI0042025 (Presentación de oferta),AGENCIA DE DESARROLLO RURAL,900948958,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,ADQUIRIR ELEMENTOS DE PROTECCIÓN PERSONAL PARA LOS COLABORADORES DE LA AGENCIA DE DESARROLLO RURAL ADR (Presentación de oferta),2025-11-14,2025-12-09,2025.0,170000000,170000000,17,13,0,6+ oferentes,0,GESCOM SAS,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.377975,062       MD-CG-CARMA-SECAR-JOLA-DENAP-SDEN-CLEN-J,ARMADA NACIONAL ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,800141648,Bolívar,Cartagena,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,ADQUISICIÓN DE MEDALLAS PARA LA ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA; DE ACUERDO A ESPECIFICACIONES TÉCNICAS DESCRITAS EN EL ANEXO A,2018-03-06,2018-04-02,2018.0,0,3427200,4,4,0,2-5 oferentes,0,IMAGEN JJR PUBLICIDAD SAS,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.161603,007-00-Z-COFAC-DISER-2017,FUERZA AEROESPACIAL COLOMBIANA,899999102,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,POLAINAS; LIGAS; BUFANDA PMA; CORDONES DE MANDO PMA; CASCO EN FIBRA PMA CON CALCOMANÍA Y CINTA; TRABILLA NEGRA,2017-05-02,2017-05-18,2017.0,58930000,50648600,4,4,0,2-5 oferentes,0,Alberto Alexis Palacio Mejia /indumorrales,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.2440537,MC 066-2021,ALCALDIA MUNICIPAL DE CHIA,899999172,Cundinamarca,Chía,Territorial,Mínima cuantía,Mínima Cuantía,Otro,SERVICIOS  LOGISTICOS,2021-11-10,2021-11-19,2021.0,39934020,39650800,1,1,0,1 oferente,1,UNION TEMPORAL 4 FERIAS,No Definido,No Definido,Chía,Seleccionado,Adjudicado
CO1.REQ.7291388,LP-PS-SEM-MM-008-2024 (Presentación de oferta),MUNICIPIO DE MAICAO,892120020,La Guajira,Maicao,Territorial,Licitación pública,Licitación Pública,Otro,PRESTACIÓN DEL SERVICIO DE VIGILANCIA Y SEGURIDAD PRIVADA DIURNA Y NOCTURNA EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE MAICAO (Presentación de oferta),2024-12-06,2024-12-31,2024.0,5601318480,5601318480,1,1,0,1 oferente,1,COOVIG CTA,804000387,Santander,Piedecuesta,Seleccionado,Adjudicado
CO1.REQ.5681242,INFI-SMC-002-2024,INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE MANIZALES - INFI-MANIZALES,890801059,Caldas,Manizales,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,MC TIQUETES AEREOS,2024-02-02,2024-02-20,2024.0,36400000,36400000,4,4,0,2-5 oferentes,0,TURISMAN SAS,No Definido,Caldas,Manizales,Seleccionado,Adjudicado
CO1.REQ.6211233,033-ARC-CBNL03-2024,ARMADA NACIONAL -  BASE NAVAL No. 3 ARC LEGUIZAMO.*,800141686,Putumayo,Leguízamo,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE REPUESTOS Y ACCESORIOS DE EQUIPOS DE CÓMPUTO Y COMUNICACIÓN DE CONFORMIDAD CON LAS ESPECIFICACIONES TÉCNICAS DESCRITAS EN EL ANEXO TÉCNICO DEL PRESENTE ESTUDIO,2024-05-08,2024-07-03,2024.0,60130938,60130938,20,20,0,6+ oferentes,0,DISTRIBUCIONES Y SERVICIOS  PYC,No Definido,Putumayo,Leguízamo,Seleccionado,Adjudicado
CO1.REQ.487408,002-158 DE 2018 (),AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,BIENES PARA RACIONES DE CAMPAÑA (),2018-07-11,2018-07-26,2018.0,681043492,26880192,8,8,0,6+ oferentes,0,LA HUERTA DE ORIENTE SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
